frame,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z
23,-0.0,-0.0,-0.0,-0.42023623,0.6439359,1.1002945,0.40662035,0.6006575,1.1489453,-0.26917836,-0.075315125,-0.0010814092,-0.32404083,0.14441115,-1.0210868,-0.29985857,-0.24951228,-1.8712257,-0.2606586,-0.100516915,-2.1064973,0.26917836,0.075315125,0.0010814092,0.17269132,-0.3207743,-0.7247932,0.2660608,-1.2870443,-1.2778931,0.34218463,-1.1839888,-1.4833022
24,-0.0,-0.0,-0.0,-0.4043601,0.6622424,1.0950321,0.41102406,0.60664487,1.1345502,-0.26578298,-0.06028939,-0.0012606563,-0.31824666,0.15709423,-1.007043,-0.29347548,-0.24458498,-1.8199162,-0.2682534,-0.09187811,-2.0582685,0.26578298,0.06028939,0.0012606563,0.17183906,-0.60386056,-0.71254027,0.2925496,-1.6054146,-1.1752748,0.35917786,-1.4961939,-1.3852102
25,-0.0,-0.0,-0.0,-0.40588835,0.6610212,1.098751,0.415363,0.6068307,1.1341988,-0.26437894,-0.05972666,-0.0014145505,-0.30327037,0.15282857,-1.0327119,-0.29204404,-0.27870715,-1.8970331,-0.27240762,-0.13051802,-2.143247,0.26437894,0.05972666,0.0014145502,0.20927972,-0.42831123,-0.71416247,0.34130868,-1.4330939,-1.1693233,0.39649042,-1.3456545,-1.3753409
26,-0.0,-0.0,-0.0,-0.4084981,0.6605611,1.0990502,0.41767502,0.6211492,1.1352866,-0.2618501,-0.06173101,-0.0018200837,-0.29001373,0.060710374,-1.065749,-0.2902436,-0.29695776,-1.8516122,-0.2769723,-0.2135063,-2.097495,0.2618501,0.06173101,0.0018200838,0.25792813,-0.31326926,-0.7108032,0.4009727,-1.3264471,-1.053653,0.42030257,-1.2874541,-1.2108328
27,-0.0,-0.0,-0.0,-0.4059662,0.62874097,1.1164732,0.4297021,0.6171555,1.1634029,-0.26058236,-0.06482093,-0.001771046,-0.25014094,-0.0033167372,-1.0509264,-0.25313798,-0.5052363,-1.7890947,-0.26341477,-0.49324477,-2.0305874,0.26058236,0.06482093,0.001771046,0.30645764,-0.2598658,-0.71185565,0.43534923,-1.3701578,-0.9522837,0.42782342,-1.4008416,-1.0924776
28,-0.0,-0.0,-0.0,-0.3992446,0.6078959,1.1289359,0.44805768,0.6110628,1.1806886,-0.25837332,-0.06971451,-0.0014428657,-0.22851242,-0.0112081105,-1.042112,-0.21980923,-0.5987633,-1.7579855,-0.2596131,-0.6387154,-1.9972469,0.25837332,0.06971451,0.0014428656,0.29534006,-0.1463238,-0.7121981,0.47798535,-1.3221103,-0.88820237,0.48215765,-1.3757353,-0.96615475
29,-0.0,-0.0,-0.0,-0.3999238,0.5636854,1.1398593,0.44803956,0.5749295,1.2105787,-0.25637457,-0.07989453,-0.0011987549,-0.22612463,-0.08281799,-1.0364482,-0.22010666,-0.7649377,-1.745064,-0.25300068,-0.8528133,-1.9684281,0.25637457,0.07989453,0.0011987548,0.28687486,0.016616056,-0.7131966,0.44110096,-1.2269273,-0.78032374,0.4666518,-1.307239,-0.8283131
30,-0.0,-0.0,-0.0,-0.40058118,0.57066023,1.1373162,0.4467919,0.5794208,1.213631,-0.25209266,-0.0908749,0.00028500677,-0.22764339,-0.082786135,-1.034665,-0.17688961,-0.74344516,-1.7111254,-0.20540164,-0.8046593,-1.928335,0.25209266,0.0908749,-0.00028500648,0.16953489,0.059836566,-0.7445526,0.44014272,-1.1043849,-0.80306196,0.46005785,-1.2113756,-0.97367656
31,-0.0,-0.0,-0.0,-0.40095538,0.60738426,1.1233433,0.44510618,0.62051284,1.2086318,-0.24863341,-0.10520493,0.0008691895,-0.2283388,-0.13551037,-1.0135261,-0.15022865,-0.8422866,-1.6846507,-0.15768133,-0.9129613,-1.8967052,0.24863341,0.10520493,-0.0008691895,0.11560898,0.13577825,-0.74415123,0.42699483,-0.94323784,-1.0944664,0.4446961,-0.9895476,-1.2636554
32,-0.0,-0.0,-0.0,-0.40102524,0.61777645,1.1265845,0.44376335,0.6221011,1.2084012,-0.24601947,-0.11814419,0.0017630331,-0.22143437,-0.24635927,-1.0068645,-0.14528655,-1.1717618,-1.5941666,-0.14506488,-1.327618,-1.8247185,0.24601947,0.11814419,-0.0017630333,0.07467184,0.19648233,-0.74122787,0.41978756,-0.6626585,-1.354533,0.4358512,-0.6176251,-1.5475637
33,-0.0,-0.0,-0.0,-0.40431213,0.6816139,1.1296299,0.42451978,0.6601267,1.2066581,-0.24438727,-0.12844197,0.0037604875,-0.2226332,-0.37353256,-1.0060114,-0.13446265,-1.2741023,-1.6007898,-0.14023443,-1.3804458,-1.8321428,0.24438727,0.12844197,-0.0037604873,0.048431575,0.2823259,-0.7452731,0.3897026,-0.3273307,-1.5287992,0.40613475,-0.15696627,-1.7206744
34,-0.0,-0.0,-0.0,-0.4055195,0.69803286,1.1376168,0.4025962,0.6520314,1.2049135,-0.2424556,-0.12841055,0.010989276,-0.22287966,-0.43802303,-0.94794655,-0.11058996,-1.4326977,-1.4149158,-0.07868377,-1.6019201,-1.6568264,0.2424556,0.12841055,-0.010989276,0.069137335,0.18747878,-0.7913976,0.240911,-0.21225469,-1.775692,0.19417907,0.05331163,-1.9702827
35,-0.0,-0.0,-0.0,-0.40570694,0.7286191,1.1385206,0.3960154,0.6521133,1.189815,-0.24004245,-0.12888984,0.024000317,-0.22239725,-0.50196934,-0.884719,-0.10934307,-1.6603373,-1.0034709,-0.066633865,-1.9257097,-1.1816208,0.24004245,0.12888984,-0.024000317,0.054006267,0.15659307,-0.82171327,0.14713557,-0.21708387,-1.8003143,0.03105456,0.042703353,-2.0032628
36,-0.0,-0.0,-0.0,-0.39895362,0.7202714,1.1398772,0.3940311,0.6467027,1.1864232,-0.23831318,-0.12808406,0.035613924,-0.20413221,-0.5156707,-0.781157,-0.11593272,-1.7242849,-0.76453817,-0.052856456,-1.9812396,-0.8779034,0.23831318,0.12808406,-0.035613924,0.063724615,0.12817247,-0.8477607,0.06830554,-0.20463611,-1.8426214,-0.073880136,0.07265508,-2.0203564
37,-0.0,-0.0,-0.0,-0.4030169,0.7177971,1.1418028,0.39330944,0.60113233,1.1860404,-0.23916093,-0.12745345,0.03591166,-0.18007882,-0.48605072,-0.8097685,-0.15597424,-1.6039107,-1.0614792,-0.06364911,-1.7713076,-1.2339857,0.23916093,0.12745345,-0.03591166,0.06035297,0.10172691,-0.8426553,0.0028568194,-0.21791695,-1.8258239,-0.11421543,0.06379712,-1.975496
38,-0.0,-0.0,-0.0,-0.40106285,0.7055347,1.1249303,0.3936147,0.57101154,1.1738434,-0.23950447,-0.12651412,0.03910003,-0.16467385,-0.60372144,-0.66642106,-0.14485812,-1.840098,-0.6832693,-0.020767359,-2.0747483,-0.7916506,0.23950447,0.12651412,-0.03910003,0.04657209,0.02910289,-0.83798504,-0.03943646,-0.31563425,-1.7860448,-0.13172744,-0.06864461,-1.9395704
39,-0.0,-0.0,-0.0,-0.38204938,0.6816794,1.1248455,0.39883113,0.57226574,1.1786784,-0.2386174,-0.12651108,0.0411506,-0.16180713,-0.6262059,-0.63398,-0.12326932,-1.8101845,-0.4419778,0.0025993264,-2.0784714,-0.51257646,0.2386174,0.12651108,-0.0411506,0.031255804,-0.07757066,-0.8349045,-0.0147809,-0.3696793,-1.7306106,-0.14072664,-0.15420792,-1.9027692
40,-0.0,-0.0,-0.0,-0.3627172,0.6512618,1.1217725,0.41460833,0.57358384,1.1786697,-0.23862974,-0.12683693,0.042996738,-0.17413825,-0.71175164,-0.61231977,-0.12812789,-1.8593264,-0.5229579,-0.01059849,-2.1096492,-0.6353083,0.23862974,0.12683693,-0.042996738,0.03843216,-0.12995294,-0.83242923,0.024561144,-0.59441996,-1.7262964,-0.09514321,-0.37966913,-1.870766
41,-0.0,-0.0,-0.0,-0.36568758,0.6470896,1.1154338,0.4169996,0.5763229,1.1771057,-0.24016784,-0.12664354,0.042614967,-0.17608498,-0.62392074,-0.6591735,-0.14343247,-1.7961394,-0.6351097,-0.021323642,-2.0617263,-0.797149,0.24016784,0.12664354,-0.042614967,0.039139032,-0.12060697,-0.8298214,-0.006840313,-0.6408078,-1.6961366,-0.1011202,-0.45295507,-1.8648934
42,-0.0,-0.0,-0.0,-0.36510348,0.6492267,1.1169728,0.42000273,0.5746972,1.1688172,-0.2401565,-0.11540393,0.042635173,-0.17707844,-0.31632197,-0.67790395,-0.19700712,-1.6163464,-0.4419153,-0.07177083,-1.9527661,-0.5346503,0.2401565,0.11540393,-0.042635173,0.05925468,-0.13248684,-0.82783985,0.004886214,-0.78490984,-1.680307,-0.078479506,-0.68809485,-1.876193
43,-0.0,-0.0,-0.0,-0.3666711,0.6494269,1.1204042,0.41933715,0.5948553,1.1525934,-0.24087133,-0.11494566,0.04245019,-0.29096678,-0.15425375,-0.7517568,-0.17640567,-1.4472011,-0.52530557,-0.028406741,-1.8013113,-0.6619004,0.24087133,0.11494566,-0.04245019,0.05776023,-0.068796314,-0.72812825,0.0019120376,-0.7535091,-1.5168183,-0.0689416,-0.6526245,-1.7806177
44,-0.0,-0.0,-0.0,-0.3647327,0.5976062,1.1366396,0.41926906,0.5947638,1.1535053,-0.24306697,-0.12647623,0.040003274,-0.3622815,-0.1412621,-0.78975874,-0.065391555,-1.429032,-0.5890175,0.08174261,-1.7612175,-0.6920438,0.24306697,0.12647623,-0.040003274,0.027388021,0.46117178,-0.57832783,0.023647267,-0.39529666,-1.3163323,-0.026426757,-0.31824142,-1.559778
45,-0.0,-0.0,-0.0,-0.36354923,0.58841956,1.1773543,0.42168137,0.60517424,1.1600219,-0.24313955,-0.1290412,0.039653756,-0.3845551,-0.20510735,-0.8506285,-0.07285473,-1.3474058,-1.1103996,0.0003419711,-1.5711917,-1.3451273,0.24313955,0.1290412,-0.039653756,0.039289,0.33110815,-0.59473556,0.14086741,-0.64665025,-1.3892314,0.10546697,-0.55089766,-1.6067848
46,-0.0,-0.0,-0.0,-0.35552236,0.5538774,1.1735793,0.42603165,0.60889417,1.1227545,-0.24682474,-0.12881278,0.039062064,-0.41880226,-0.03649978,-0.8999681,-0.28731713,-1.0945816,-1.364547,-0.26628536,-1.2343241,-1.6320281,0.24682474,0.12881278,-0.039062064,0.10510982,0.28594157,-0.6976883,0.1882961,-0.9426689,-1.3537339,0.18269576,-0.89380217,-1.5481414
47,-0.0,-0.0,-0.0,-0.35593912,0.5585726,1.1568018,0.41743386,0.6410985,1.1230671,-0.2469258,-0.12750258,0.03544749,-0.46748644,-0.030418148,-0.9481737,-0.3802647,-0.9990639,-1.4733549,-0.3877673,-1.124624,-1.7450323,0.2469258,0.12750258,-0.03544749,0.13496168,0.07994252,-0.7357178,0.20377992,-1.0898662,-1.3029569,0.19069147,-1.0543505,-1.4762307
48,-0.0,-0.0,-0.0,-0.36497152,0.5861712,1.155285,0.4103483,0.6696648,1.124433,-0.24701932,-0.123070896,0.0326064,-0.46905914,-0.054308258,-0.9471702,-0.4369609,-0.7803629,-1.6171111,-0.4896524,-0.7816602,-1.8606708,0.24701932,0.123070896,-0.0326064,0.20200777,-0.18690948,-0.7373351,0.24545966,-1.2154832,-1.3084817,0.24153925,-1.125243,-1.4877335
49,-0.0,-0.0,-0.0,-0.36708894,0.6107444,1.1522,0.40733305,0.68177515,1.1187074,-0.24671821,-0.11039225,0.02941896,-0.45472234,0.029545857,-0.968458,-0.49903148,-0.45035493,-1.7638102,-0.5763541,-0.33534315,-1.9468485,0.24671821,0.11039225,-0.02941896,0.25790378,-0.3915925,-0.73867995,0.32033804,-1.3297641,-1.3366622,0.3267697,-1.1784894,-1.5231827
50,-0.0,-0.0,-0.0,-0.36730626,0.6137722,1.1432223,0.4074871,0.7055936,1.1086079,-0.24638419,-0.10857566,0.022013338,-0.4387283,0.07902073,-1.0172325,-0.4836225,-0.32072464,-1.8610194,-0.54955757,-0.16826127,-2.023425,0.24638419,0.10857566,-0.022013338,0.27832195,-0.35334685,-0.71562946,0.4180384,-1.2555819,-1.2801431,0.41978222,-1.0984694,-1.4347382
51,-0.0,-0.0,-0.0,-0.3762602,0.6176728,1.1235456,0.40691185,0.7093774,1.0976495,-0.24662265,-0.100627124,0.015383713,-0.4273067,0.13426346,-1.0218128,-0.44723216,-0.29663384,-1.8521856,-0.49195442,-0.16185166,-2.0412874,0.24662265,0.100627124,-0.015383713,0.30446407,-0.4187373,-0.7186495,0.49413002,-1.3903257,-1.2078904,0.50654817,-1.2594509,-1.3826722
52,-0.0,-0.0,-0.0,-0.3751011,0.59634167,1.1226223,0.40532574,0.7040719,1.0735183,-0.24632573,-0.09773511,0.013641016,-0.42134294,0.16693829,-1.0155694,-0.42359218,-0.31158993,-1.8254064,-0.45292237,-0.18402928,-2.022986,0.24632573,0.09773511,-0.013641016,0.30318376,-0.47165212,-0.7072917,0.5616734,-1.4710623,-1.1317645,0.5764897,-1.3515005,-1.3158722
53,-0.0,-0.0,-0.0,-0.380165,0.5754074,1.1235603,0.4019526,0.7002936,1.0773925,-0.2458058,-0.09969809,0.007133009,-0.3725962,0.11872392,-1.0524378,-0.38619366,-0.52151877,-1.8368316,-0.44572458,-0.47027552,-2.044652,0.2458058,0.09969809,-0.007133009,0.33930823,-0.40183398,-0.59956014,0.6135197,-1.3281238,-1.0050291,0.6229354,-1.2313074,-1.1554252
54,-0.0,-0.0,-0.0,-0.38615432,0.57334447,1.1183636,0.40075326,0.7130002,1.062026,-0.24153154,-0.10732247,0.004886263,-0.34182823,0.08932674,-1.0430278,-0.2852447,-0.5298429,-1.7362839,-0.35955372,-0.5237309,-1.9312935,0.24153154,0.10732247,-0.004886263,0.2027204,0.12725197,-0.44420016,0.59600335,-0.70897424,-0.7940727,0.672599,-0.6834032,-0.84945035
55,-0.0,-0.0,-0.0,-0.39433208,0.562551,1.1198859,0.39756522,0.7358103,1.064374,-0.23734568,-0.112701796,0.004720072,-0.32159033,-0.061434604,-1.0300088,-0.20416668,-0.7370303,-1.6984665,-0.2848905,-0.7920014,-1.889127,0.23734568,0.112701796,-0.004720072,0.19163512,0.022030007,-0.50545233,0.64919734,-1.1044734,-0.8923163,0.7338305,-1.1628342,-0.9947933
56,-0.0,-0.0,-0.0,-0.39614472,0.5221825,1.133761,0.39730147,0.7342389,1.0861176,-0.23340534,-0.14668651,0.004789084,-0.32246563,-0.252848,-1.0222923,-0.20236965,-1.0080752,-1.684655,-0.28492138,-1.1414222,-1.8688774,0.23340534,0.14668651,-0.0047890847,0.045150947,0.33373335,-0.5204093,0.5963795,-0.68584126,-0.8675113,0.6631159,-0.7986338,-0.9926936
57,-0.0,-0.0,-0.0,-0.39590013,0.5078168,1.1599641,0.3926939,0.73056126,1.1169254,-0.22788349,-0.15767981,0.0063556894,-0.29699844,-0.25579047,-0.9832792,-0.12485468,-1.0238366,-1.6370821,-0.19441862,-1.1706082,-1.8064741,0.22788349,0.15767981,-0.0063556903,0.04303685,0.27816993,-0.61990345,0.5652777,-0.71347874,-0.9142757,0.6156358,-0.7855728,-1.0416971
58,-0.0,-0.0,-0.0,-0.3713957,0.51061606,1.1815301,0.39258954,0.7372939,1.1180879,-0.21572669,-0.17078702,0.0171543,-0.20194079,-0.5450171,-0.93647146,-0.013044689,-1.3320997,-1.6028129,-0.08487334,-1.4467372,-1.7683095,0.21572669,0.17078702,-0.0171543,-0.0077682836,0.1588153,-0.6922099,0.42269757,-0.6414617,-1.3379223,0.38889906,-0.5501933,-1.5277542
59,-0.0,-0.0,-0.0,-0.362363,0.57373685,1.182469,0.39046693,0.7446098,1.1166562,-0.21183236,-0.16933237,0.024486462,-0.14884305,-0.72093296,-0.9226324,0.012674452,-1.5070082,-1.5723258,-0.04464743,-1.6012502,-1.744101,0.21183236,0.16933237,-0.024486462,0.012757242,0.11048989,-0.7564059,0.3179747,-0.6544381,-1.5631053,0.284448,-0.48446882,-1.7388841
60,-0.0,-0.0,-0.0,-0.34943762,0.6366626,1.1705997,0.39012587,0.761026,1.0953857,-0.20652692,-0.16884945,0.030388167,-0.10008725,-0.5917587,-0.9186146,0.04579176,-1.3091888,-1.6055144,0.050344717,-1.3755925,-1.8062856,0.20652692,0.16884945,-0.030388167,-0.0022850567,0.106550686,-0.7885899,0.27200574,-0.72489077,-1.5833719,0.21774673,-0.6009666,-1.7495376
61,-0.0,-0.0,-0.0,-0.38070524,0.6295298,1.1597174,0.39035514,0.7436268,1.0964376,-0.20622385,-0.1680282,0.026454655,-0.12440935,-0.23458233,-0.97667015,0.04050902,-0.6587634,-1.8543208,0.02134723,-0.6354018,-2.03794,0.20622385,0.1680282,-0.026454655,-0.05487052,0.14093347,-0.78255194,0.26998195,-0.72640425,-1.4664522,0.24264014,-0.6535764,-1.6327705
62,-0.0,-0.0,-0.0,-0.36950272,0.68114793,1.1604089,0.36993444,0.7647097,1.0508392,-0.20172991,-0.17515415,0.049215067,-0.009070006,-0.8532597,-0.7651045,0.24802881,-1.794144,-1.3008162,0.21322626,-1.9647677,-1.4828494,0.20172991,0.17515415,-0.049215067,-0.09399002,0.1574596,-0.8130152,-0.10855502,-0.16524033,-1.7212073,-0.23941416,0.048767917,-1.9149971
63,-0.0,-0.0,-0.0,-0.36542818,0.7140495,1.1602286,0.3660967,0.79848605,1.0490375,-0.19544409,-0.17818604,0.05600865,0.036615558,-0.9232309,-0.7355548,0.28740832,-1.8474531,-1.2019552,0.22212066,-2.0182009,-1.3918027,0.19544409,0.17818604,-0.05600865,-0.13319698,0.12930672,-0.82884127,-0.1703641,-0.19145516,-1.7257603,-0.30333707,0.024599822,-1.9158783
64,-0.0,-0.0,-0.0,-0.37006372,0.7173942,1.1252676,0.36265895,0.7926786,1.0247562,-0.1961783,-0.17775108,0.05749775,0.010571731,-0.9414032,-0.7182631,0.25172037,-1.9543483,-1.0679905,0.25152934,-2.136864,-1.22139,0.1961783,0.17775108,-0.05749775,-0.15349679,0.12155398,-0.82753736,-0.13694605,-0.31106877,-1.6498916,-0.24153051,-0.114083,-1.8163016
