frame,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z
65,-0.0,-0.0,-0.0,-0.38616863,0.7431451,1.0733963,0.36085913,0.8315802,1.0160556,-0.19894241,-0.17706165,0.05156715,-0.01560844,-0.90880066,-0.73010665,0.17830877,-1.8776311,-1.1773529,0.19218597,-2.0511653,-1.3433691,0.19894241,0.17706165,-0.05156715,-0.12994154,0.07204814,-0.6953103,0.07269684,-0.4895901,-1.2922091,-0.0059976755,-0.36531305,-1.4236883
66,-0.0,-0.0,-0.0,-0.37045988,0.7100471,1.0814809,0.37084243,0.79017353,1.0340896,-0.19891375,-0.17632636,0.05085171,0.077078104,-0.91666067,-0.7211843,0.33430007,-1.9393891,-0.90975386,0.35759735,-2.1604981,-1.0184007,0.19891375,0.17632636,-0.05085171,-0.13618,0.05238124,-0.7487039,-0.06640364,-0.3851989,-1.556868,-0.2259527,-0.16278566,-1.6927029
67,-0.0,-0.0,-0.0,-0.33802152,0.6895479,1.1168449,0.3794442,0.75251156,1.045292,-0.19968568,-0.17095736,0.058609568,0.029033305,-0.90117633,-0.6374446,0.27597517,-2.0397363,-0.6261922,0.26093382,-2.326125,-0.75047076,0.19968568,0.17095736,-0.058609568,-0.10839135,-0.16290842,-0.7847074,-0.04938685,-0.6651323,-1.5768042,-0.19176522,-0.4680192,-1.7434838
68,-0.0,-0.0,-0.0,-0.34405717,0.6921237,1.1276877,0.38782912,0.70945615,1.065363,-0.20665058,-0.15391111,0.057879664,-0.21734394,-0.5822242,-0.647182,0.06990544,-1.9600527,-0.8327959,0.17341062,-2.05252,-0.9958651,0.20665058,0.15391111,-0.057879664,-0.03892498,-0.12149288,-0.78982383,-0.023697989,-0.662879,-1.5812806,-0.13415903,-0.47872663,-1.7735695
69,-0.0,-0.0,-0.0,-0.3459805,0.6549314,1.1513879,0.39317557,0.69597816,1.0703635,-0.21639128,-0.1537926,0.057079405,-0.39190707,-0.21524644,-0.7483508,0.038431626,-1.4267536,-0.8491147,0.16333805,-1.7086105,-1.0057498,0.21639128,0.1537926,-0.057079405,-0.03073593,0.29695424,-0.68946034,0.0038721336,-0.35948136,-1.5123472,-0.102531314,-0.24100706,-1.7586666
70,-0.0,-0.0,-0.0,-0.32336193,0.57429814,1.2195363,0.39259818,0.70607555,1.0708377,-0.2159786,-0.16467887,0.055957083,-0.45491606,-0.17569381,-0.83119816,0.011752727,-1.1866256,-1.0095401,0.12312472,-1.3781325,-1.2079316,0.2159786,0.16467887,-0.055957083,0.008955142,0.21118684,-0.69767517,0.14256151,-0.55442405,-1.4530195,0.02657695,-0.45870605,-1.7003198
71,-0.0,-0.0,-0.0,-0.295058,0.5731,1.2109814,0.39079338,0.76382834,1.0658946,-0.21428132,-0.16966484,0.0556103,-0.4405894,-0.35855907,-0.8316165,-0.10668548,-1.3465201,-1.1908704,-0.16138977,-1.4467162,-1.412261,0.21428132,0.16966484,-0.0556103,0.12718047,-0.15974098,-0.70283884,0.2491497,-1.0319324,-1.4098142,0.11954045,-0.867282,-1.6225584
72,-0.0,-0.0,-0.0,-0.29635948,0.57430416,1.207884,0.38485804,0.7811676,1.0542063,-0.21363342,-0.17017822,0.055292018,-0.44114769,-0.41283923,-0.838623,-0.22132762,-1.3765472,-1.3402903,-0.3207363,-1.470586,-1.5592544,0.21363342,0.17017822,-0.055292018,0.12901103,-0.28647292,-0.70551646,0.2901007,-1.1770107,-1.3493141,0.17940465,-1.010907,-1.5414375
73,-0.0,-0.0,-0.0,-0.29779688,0.63567054,1.1752859,0.3640812,0.82009196,1.0063057,-0.21229425,-0.1699634,0.054474853,-0.45383826,-0.40273353,-0.91269875,-0.3670774,-1.2638143,-1.5368997,-0.48248827,-1.315389,-1.7495083,0.21229425,0.1699634,-0.054474853,0.18997197,-0.3337756,-0.6915515,0.3320494,-1.21741,-1.3351364,0.21828674,-1.0670224,-1.5279312
74,-0.0,-0.0,-0.0,-0.311095,0.66612065,1.1493566,0.33959797,0.8197386,0.9673334,-0.21229924,-0.15217029,0.05149009,-0.4282956,-0.13945937,-0.9791207,-0.54316026,-0.6517575,-1.7607174,-0.63224536,-0.5755285,-1.9358953,0.21229924,0.15217029,-0.05149009,0.26271346,-0.50374955,-0.6943757,0.39969543,-1.3886062,-1.3368269,0.33139366,-1.2727158,-1.5184284
75,-0.0,-0.0,-0.0,-0.33219582,0.6893651,1.1154901,0.32576522,0.8628767,0.94322115,-0.21432959,-0.13844734,0.047851592,-0.41777825,-0.14857063,-0.99547327,-0.58007514,-0.6639628,-1.7788076,-0.65584505,-0.5806138,-1.9419602,0.21432959,0.13844734,-0.047851592,0.31744578,-0.6670521,-0.6742011,0.49320322,-1.6237597,-1.2873212,0.46466237,-1.5127629,-1.469444
76,-0.0,-0.0,-0.0,-0.35890004,0.6931392,1.0647898,0.29646164,0.89225656,0.9267533,-0.21811096,-0.12867054,0.04333195,-0.4355772,-0.14665632,-0.9991896,-0.6612813,-0.66327935,-1.7743946,-0.6924848,-0.55994326,-1.9300811,0.21811096,0.12867054,-0.04333195,0.3297099,-0.70260704,-0.6721167,0.50078267,-1.7029599,-1.2207171,0.47655606,-1.5939481,-1.4014943
77,-0.0,-0.0,-0.0,-0.3585356,0.6892008,1.0672451,0.286316,0.91331667,0.9219196,-0.21814078,-0.12916052,0.041014895,-0.42328933,-0.21217677,-1.0033774,-0.5934496,-0.8264354,-1.748706,-0.62843364,-0.75820696,-1.8940951,0.21814078,0.12916052,-0.041014895,0.33547992,-0.68671316,-0.63567984,0.57668036,-1.7315766,-1.1301992,0.5649391,-1.6336085,-1.2837507
78,-0.0,-0.0,-0.0,-0.33825696,0.65875274,1.0940071,0.2909468,0.8986122,0.93203646,-0.2168497,-0.12959565,0.04048836,-0.40815532,-0.11742528,-1.0016038,-0.54841775,-0.6525212,-1.7702012,-0.5460547,-0.62645006,-1.9439964,0.2168497,0.12959565,-0.04048836,0.3803522,-0.6580158,-0.64108914,0.7216968,-1.5065031,-1.104708,0.752193,-1.4448959,-1.2167555
79,-0.0,-0.0,-0.0,-0.311593,0.5726437,1.1163138,0.34362766,0.84772587,0.9774179,-0.21616858,-0.13009775,0.033118844,-0.2681878,-0.35343513,-0.9990647,-0.2502999,-1.0115359,-1.6957651,-0.34129968,-1.0266551,-1.8693715,0.21616858,0.13009775,-0.033118844,0.39155334,-0.6484858,-0.62589264,0.8698455,-1.460363,-0.9242108,0.9538468,-1.425229,-1.0062227
80,-0.0,-0.0,-0.0,-0.30782974,0.5085557,1.1704692,0.40901196,0.75119627,1.0253688,-0.21639143,-0.13066155,0.032503806,-0.24624729,-0.13484985,-0.99300736,-0.13274463,-0.7533626,-1.663511,-0.2507006,-0.8060383,-1.8379389,0.21639143,0.13066155,-0.032503806,0.3761447,-0.116967306,-0.62905544,0.8596318,-1.1073061,-0.95677006,0.9639406,-1.1497349,-1.0004147
81,-0.0,-0.0,-0.0,-0.30868036,0.51901966,1.1807895,0.409559,0.7566875,1.0410128,-0.21634784,-0.13128293,0.032474343,-0.26209497,0.0946051,-0.9259162,-0.0731409,-0.41281778,-1.6547918,-0.15788592,-0.4467972,-1.8165479,0.21634784,0.13128293,-0.032474343,0.36033788,0.050606873,-0.7151803,0.81930184,-0.9957957,-0.99093884,0.92961955,-1.063159,-1.0415176
82,-0.0,-0.0,-0.0,-0.3345262,0.5512438,1.1775217,0.3712835,0.8331687,1.0375584,-0.20627338,-0.15515561,0.033374906,-0.20015135,-0.46384946,-0.92066634,0.02744075,-1.1919216,-1.6503968,-0.087286025,-1.3175606,-1.8058869,0.20627338,0.15515561,-0.033374906,0.13042706,0.028861465,-0.7137474,0.625952,-0.8203652,-1.0972534,0.657524,-0.8020284,-1.2653227
83,-0.0,-0.0,-0.0,-0.3603098,0.575936,1.1723852,0.3360098,0.83508587,1.037512,-0.19859052,-0.16483769,0.034229573,-0.15188019,-0.59499484,-0.87637115,0.0758927,-1.3761818,-1.5475444,-0.028841987,-1.4880806,-1.7321243,0.19859052,0.16483769,-0.034229573,0.050479397,-0.05570104,-0.7120532,0.5147059,-0.93985915,-1.2635508,0.49914205,-0.8775979,-1.4726292
84,-0.0,-0.0,-0.0,-0.40560848,0.6546776,1.1539747,0.2871304,0.8933505,1.0356444,-0.1959204,-0.18348362,0.035537284,-0.11824005,-0.76249516,-0.88247806,0.08056173,-1.6065141,-1.5352492,0.013147742,-1.7669063,-1.724511,0.1959204,0.18348362,-0.035537284,-0.053098697,0.12256029,-0.7301629,0.39463866,-0.60106325,-1.3822969,0.34738007,-0.51397985,-1.619786
85,-0.0,-0.0,-0.0,-0.4027366,0.7076151,1.1429125,0.29150644,0.8846468,1.0347338,-0.19411403,-0.18344359,0.039443824,-0.09103218,-0.6203104,-0.8802738,0.14271802,-1.5679419,-1.3916395,0.16685316,-1.8257155,-1.6179291,0.19411403,0.18344359,-0.039443824,-0.15958016,0.26091313,-0.8024108,0.28593612,-0.43204558,-1.4651502,0.2545628,-0.4248141,-1.7306261
86,-0.0,-0.0,-0.0,-0.417799,0.7577756,1.1322805,0.2738532,0.87811846,0.9927797,-0.19235209,-0.18442138,0.05151054,0.06635829,-0.89443135,-0.79434294,0.30096877,-1.8091841,-1.342982,0.25650424,-1.969081,-1.5185646,0.19235209,0.18442138,-0.05151054,-0.21371734,0.16629344,-0.80544966,-0.099231325,-0.17696749,-1.71236,-0.19074233,0.015745958,-1.935301
87,-0.0,-0.0,-0.0,-0.43125784,0.756269,1.101829,0.2542731,0.8765296,0.9878499,-0.1905316,-0.19366272,0.05604997,0.09228653,-0.93771636,-0.75862664,0.3502544,-1.8109847,-1.3117118,0.27629092,-1.9765722,-1.4618696,0.1905316,0.19366272,-0.05604997,-0.22306897,0.15238066,-0.81796616,-0.24832684,-0.11113589,-1.7502601,-0.3821282,0.09528528,-1.9237051
88,-0.0,-0.0,-0.0,-0.43522897,0.7755861,1.0363076,0.26143804,0.87359804,0.9707159,-0.19186552,-0.19341975,0.05781616,0.13524657,-1.0129809,-0.6957279,0.38225374,-1.9839334,-1.2065907,0.27522266,-2.1503623,-1.3523155,0.19186552,0.19341975,-0.05781616,-0.22024222,0.11899472,-0.81019676,-0.3293295,-0.25849783,-1.6962216,-0.47684193,-0.05410907,-1.8620784
89,-0.0,-0.0,-0.0,-0.4373095,0.76741076,1.0408165,0.26401147,0.81287503,0.97156036,-0.19206516,-0.19158594,0.06122972,0.1514252,-1.0039428,-0.626776,0.44024825,-1.9638801,-1.0836585,0.3789008,-2.1699066,-1.2239828,0.19206516,0.19158594,-0.06122972,-0.21839088,0.09089856,-0.8061987,-0.28458643,-0.33096528,-1.6306262,-0.38598353,-0.17794628,-1.798621
90,-0.0,-0.0,-0.0,-0.43617073,0.78431046,1.0488089,0.2667875,0.80945307,0.9820288,-0.18853801,-0.1841693,0.062346596,0.18649511,-0.93798,-0.62629235,0.4707056,-1.9151062,-0.9831888,0.45283255,-2.1601827,-1.1260592,0.18853801,0.1841693,-0.062346596,-0.20115906,-0.00484331,-0.80041015,-0.17366205,-0.40051362,-1.6204668,-0.26203796,-0.23691595,-1.8113487
91,-0.0,-0.0,-0.0,-0.41420528,0.7752504,1.0526917,0.2678406,0.78977746,0.9870903,-0.18864837,-0.18362007,0.064642094,0.17065974,-1.0729973,-0.5837749,0.4723976,-2.110645,-0.9274515,0.46493465,-2.3703866,-1.0715855,0.18864837,0.18362007,-0.064642094,-0.1729107,-0.117852196,-0.8009795,-0.11109021,-0.65836567,-1.5982192,-0.19387291,-0.5668251,-1.7855183
92,-0.0,-0.0,-0.0,-0.38603094,0.77390355,1.056449,0.29600888,0.7868091,1.0028467,-0.19205315,-0.18326794,0.064040326,0.051124673,-1.029625,-0.62737155,0.2349292,-2.0256774,-1.0091486,0.25019604,-2.2305984,-1.0934238,0.19205315,0.18326794,-0.064040326,-0.072097175,-0.19539313,-0.79670453,-0.08342115,-0.8043017,-1.5834056,-0.16606557,-0.6969903,-1.7678207
93,-0.0,-0.0,-0.0,-0.38266245,0.78563684,1.0558796,0.3100208,0.81766826,1.0148182,-0.20499969,-0.18252529,0.0598289,-0.100189745,-0.97188103,-0.6363042,0.21129319,-2.0053613,-0.9430048,0.27267754,-2.2291868,-1.1059041,0.20499969,0.18252529,-0.0598289,-0.030087559,-0.16010237,-0.7923155,0.044540353,-0.7589137,-1.5589331,-0.02623173,-0.6705443,-1.7635887
94,-0.0,-0.0,-0.0,-0.37744164,0.77212244,1.0628619,0.30478224,0.85285026,1.0110369,-0.20517711,-0.18095355,0.059203967,-0.263605,-0.8366976,-0.73806834,0.057911627,-1.9272674,-1.0197127,0.14362244,-2.1049166,-1.125012,0.20517711,0.18095355,-0.059203967,0.053934455,-0.26147255,-0.7853506,0.19157827,-0.983372,-1.5544983,0.11600303,-0.8352646,-1.7557956
95,-0.0,-0.0,-0.0,-0.33891055,0.647662,1.076056,0.30664182,0.85849077,1.0255485,-0.20528123,-0.18572056,0.056040447,-0.5111976,-0.051035143,-0.73972213,0.080542594,-0.8902833,-1.0373707,0.18996471,-1.0286855,-1.1942443,0.20528123,0.18572056,-0.056040447,0.03126413,0.05799624,-0.74911726,0.2166623,-0.8669745,-1.4523413,0.15987322,-0.7361169,-1.656466
96,-0.0,-0.0,-0.0,-0.31259227,0.5841908,1.1222341,0.3063929,0.88316697,1.0491642,-0.20273614,-0.19652113,0.055066243,-0.5037205,-0.36017936,-0.7387595,-0.0646964,-1.2393453,-1.1551247,-0.10180316,-1.3782527,-1.3797969,0.20273614,0.19652113,-0.055066243,0.06792329,-0.12749884,-0.7215927,0.35612658,-1.0721896,-1.3441556,0.2629264,-0.9568833,-1.5216838
97,-0.0,-0.0,-0.0,-0.30317676,0.5806835,1.1406074,0.31497198,0.8858775,1.0476629,-0.20244205,-0.19864292,0.054579224,-0.5076591,-0.39990938,-0.7537092,-0.21934105,-1.3301365,-1.2712297,-0.34922925,-1.4602768,-1.470932,0.20244205,0.19864292,-0.054579224,0.16345705,-0.25086772,-0.66598445,0.47915238,-1.1977429,-1.2551373,0.37968504,-1.071248,-1.4193132
98,-0.0,-0.0,-0.0,-0.3087972,0.5998346,1.1377031,0.29910675,0.8831619,1.0350381,-0.20298941,-0.19327988,0.05259116,-0.5686763,-0.0222371,-0.8215609,-0.5615343,-0.60075414,-1.5908912,-0.68869215,-0.57148755,-1.7626393,0.20298941,0.19327988,-0.05259116,0.2732356,-0.274497,-0.6721257,0.60426086,-1.1765515,-1.3001952,0.53060603,-1.0522068,-1.435392
99,-0.0,-0.0,-0.0,-0.3481582,0.66410923,1.0654492,0.2973136,0.9026659,1.0098498,-0.2142048,-0.1550919,0.0420351,-0.50876176,-0.20300336,-0.88953483,-0.5877658,-0.7918511,-1.617129,-0.6899809,-0.7381912,-1.7717723,0.2142048,0.1550919,-0.0420351,0.37092403,-0.6765111,-0.64026785,0.61249787,-1.6734025,-1.2226231,0.59844154,-1.5351739,-1.3872533
100,-0.0,-0.0,-0.0,-0.35744268,0.70314234,1.0395521,0.2988308,0.9371792,0.95051455,-0.21886095,-0.13722283,0.037743326,-0.48745447,-0.18543573,-0.91666394,-0.63926804,-0.6368313,-1.67868,-0.7730112,-0.5552328,-1.7947325,0.21886095,0.13722283,-0.037743326,0.41662928,-0.73212916,-0.6185396,0.6877905,-1.7125385,-1.1951298,0.69066864,-1.6079043,-1.372776
