frame,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z
61,-0.0,-0.0,-0.0,-0.4424913,0.740178,1.0473853,0.4088064,0.7437446,1.0978712,-0.26048326,-0.104041815,0.0077123977,-0.1389094,-0.6980489,-0.8456887,-0.1260086,-1.6757269,-1.4370036,-0.11176785,-1.7559366,-1.6926672,0.26048326,0.104041815,-0.0077123977,0.06184949,-0.38930222,-0.7442319,0.12520564,-1.2961842,-1.4041857,0.13797753,-1.2345341,-1.6225967
62,-0.0,-0.0,-0.0,-0.43529084,0.74271536,1.0439725,0.40037683,0.7447598,1.0985802,-0.26010814,-0.11631391,0.018661372,-0.11319843,-0.94824487,-0.61385727,-0.07977518,-1.9509201,-1.0399784,-0.03634552,-2.0971122,-1.2981033,0.26010814,0.11631391,-0.018661372,0.03861469,-0.33049637,-0.7463733,0.032217808,-1.1477741,-1.4895883,-0.01965839,-1.0397807,-1.7518655
63,-0.0,-0.0,-0.0,-0.41835108,0.7311575,1.000361,0.40379462,0.73109084,1.0966046,-0.24503298,-0.12455121,0.07718755,-0.29081166,-0.2273636,0.70059466,0.07725241,-0.60985345,0.3508418,0.36039382,-0.66782993,0.28244865,0.24503298,0.12455121,-0.07718755,-0.0036477535,-0.15623727,-0.76469517,-0.052553967,-0.81127775,-1.7206733,-0.17059939,-0.670854,-1.9203451
64,-0.0,-0.0,-0.0,-0.41683367,0.7882426,0.9613496,0.3858401,0.7359996,1.0522684,-0.24299099,-0.13468422,0.07061108,-0.020155916,-0.90358263,-0.083119854,0.17528139,-1.8351394,-0.61851394,0.28713515,-1.9528732,-0.78496736,0.24299099,0.13468422,-0.07061108,0.0010951383,-0.0667993,-0.788149,-0.13063622,-0.7073398,-1.7103978,-0.23591447,-0.53139496,-1.9499221
65,-0.0,-0.0,-0.0,-0.4138326,0.8573603,0.93997526,0.38455355,0.7508469,1.0004159,-0.24262665,-0.1419379,0.06935663,-0.05739645,-0.6673928,-0.14574455,0.24216475,-1.4239979,-0.7378864,0.39386126,-1.5130877,-0.9725459,0.24262665,0.1419379,-0.06935663,-0.059565004,0.09266824,-0.79159874,-0.19543238,-0.48080623,-1.7441097,-0.3050579,-0.31611583,-1.9777343
66,-0.0,-0.0,-0.0,-0.39200893,0.84002244,0.9076114,0.39398792,0.7506779,0.9331208,-0.24267283,-0.14227203,0.07369224,-0.118155085,0.25054964,0.082294166,0.3144934,-0.22034506,-0.55982774,0.5782507,-0.17251441,-0.7834699,0.24267283,0.14227203,-0.07369224,-0.10579883,0.12488849,-0.789718,-0.28502926,-0.37419373,-1.7703552,-0.3977405,-0.1517006,-1.9914783
67,-0.0,-0.0,-0.0,-0.38864726,0.6996804,0.9134551,0.41114125,0.648916,0.94847757,-0.24279623,-0.14084192,0.07190218,-0.12525775,0.474852,0.0896513,0.32585126,0.08204623,-0.49611512,0.59675795,0.16140929,-0.71121895,0.24279623,0.14084192,-0.07190218,-0.079637915,0.23113091,-0.77137697,-0.22363111,-0.17096421,-1.7703985,-0.33559844,0.08455771,-1.9748389
68,-0.0,-0.0,-0.0,-0.38863096,0.7153196,0.90909886,0.43499893,0.6972382,0.95833737,-0.24301471,-0.1456822,0.09973974,-0.35483316,0.44376093,0.5990226,0.040084787,-0.1264917,-0.09052687,0.47596267,-0.11269177,-0.24479961,0.24301471,0.1456822,-0.09973974,-0.06993937,0.111295685,-0.8559435,-0.20443413,-0.49257404,-1.7693532,-0.34218943,-0.28621227,-1.9228493
69,-0.0,-0.0,-0.0,-0.38969263,0.73903954,0.94707525,0.42882958,0.6999882,0.9896307,-0.24594264,-0.14515154,0.09538775,-0.31994346,-0.5048532,0.08470293,-0.2118026,-1.6411173,-0.30996597,0.0038823741,-1.853623,-0.4927474,0.24594264,0.14515154,-0.09538775,-0.06339426,-0.06832377,-0.8424465,-0.1655814,-0.77305967,-1.710637,-0.26567006,-0.63575745,-1.9017234
70,-0.0,-0.0,-0.0,-0.3994846,0.77480066,0.95065385,0.4069085,0.74241626,0.9933159,-0.24690059,-0.13881727,0.077589594,-0.30983618,-0.56990457,-0.6010973,-0.20035592,-1.831075,-0.33301413,-0.024818717,-2.085679,-0.429025,0.24690059,0.13881727,-0.077589594,-0.017355312,-0.20902757,-0.8050905,-0.14057142,-1.0181328,-1.5659735,-0.23441659,-0.89226824,-1.8459207
71,-0.0,-0.0,-0.0,-0.42662197,0.8358518,0.9643207,0.37786746,0.7664082,1.0056052,-0.24765849,-0.13570572,0.054571316,-0.3008001,-0.42484793,-0.82095724,-0.15867463,-1.6317891,-0.42294234,0.016632196,-1.8868234,-0.5840947,0.24765849,0.13570572,-0.054571316,-0.010140414,-0.19033366,-0.72115016,-0.07141602,-0.96254796,-1.4875302,-0.1808376,-0.8534067,-1.804573
72,-0.0,-0.0,-0.0,-0.4268819,0.8080905,0.99286324,0.3901493,0.80435354,1.0180275,-0.2536993,-0.13647543,0.047131557,-0.29240227,-0.48842344,-0.8125295,-0.18647665,-1.6485033,-1.0341562,-0.18935686,-1.7964766,-1.2590015,0.2536993,0.13647543,-0.047131557,0.08785626,-0.25343964,-0.6963252,0.06910576,-1.3337207,-1.2134267,-0.0069719194,-1.2270577,-1.4732951
73,-0.0,-0.0,-0.0,-0.45799214,0.75337154,1.0053086,0.39010507,0.7700028,1.0754875,-0.26384676,-0.13442586,0.034555133,-0.2873167,-0.43318605,-0.78811336,-0.31779477,-1.5281397,-1.3382461,-0.35935462,-1.626784,-1.5827371,0.26384676,0.13442586,-0.034555133,0.11330285,-0.39420527,-0.666922,0.11537628,-1.480232,-1.2391583,0.09650226,-1.3814882,-1.4516257
74,-0.0,-0.0,-0.0,-0.4769472,0.7505144,1.0110474,0.38205358,0.7450013,1.0864602,-0.2735954,-0.1297034,0.021272479,-0.29622468,-0.2952721,-0.8234524,-0.40958846,-1.3186042,-1.4188595,-0.4062132,-1.4052505,-1.7386824,0.2735954,0.1297034,-0.021272479,0.24184479,-0.32381487,-0.6760545,0.25251907,-1.4313991,-1.12979,0.2378829,-1.4628965,-1.3520885
75,-0.0,-0.0,-0.0,-0.48236495,0.80825305,1.0173527,0.35672432,0.7602653,1.0840799,-0.27331638,-0.12497795,0.014049505,-0.35089108,-0.329037,-0.9160618,-0.48532325,-1.1412599,-1.6235541,-0.54264027,-1.1125591,-1.8941562,0.27331638,0.12497795,-0.014049505,0.24515843,-0.44462404,-0.6690294,0.36595386,-1.5130049,-1.2000692,0.3417158,-1.477101,-1.4215909
76,-0.0,-0.0,-0.0,-0.4937375,0.88876086,1.0057384,0.3291789,0.7835952,0.97669727,-0.27254716,-0.085767485,0.012524256,-0.4272161,0.093311444,-0.83288866,-0.5822226,-0.37882447,-1.6675154,-0.6192846,-0.25368673,-1.8532273,0.27254716,0.085767485,-0.012524256,0.2504221,-0.87772584,-0.6508228,0.45068747,-1.9581033,-1.0884935,0.4791315,-1.9105779,-1.2941594
77,-0.0,-0.0,-0.0,-0.5266557,0.8991025,0.9642539,0.2972991,0.7823207,0.97913265,-0.27233765,-0.057394467,0.0013426407,-0.48336813,0.39553338,-0.8310288,-0.5859441,0.14662471,-1.6928945,-0.56893474,0.32455525,-1.8265069,0.27233765,0.057394467,-0.0013426411,0.23534799,-0.8591073,-0.65010023,0.46595573,-1.9704099,-1.0508858,0.55290836,-1.8908358,-1.2213039
78,-0.0,-0.0,-0.0,-0.52463317,0.95678574,0.90489656,0.29805773,0.8217368,0.9607614,-0.27211285,-0.048280388,-0.012320364,-0.45920393,0.42770752,-0.8704509,-0.51777464,-0.020057376,-1.7120796,-0.47996455,0.122098245,-1.8475041,0.27211285,0.048280388,0.012320362,0.24673875,-0.8785489,-0.58679104,0.5063317,-1.987262,-0.93291104,0.6234765,-1.9397839,-1.0918862
79,-0.0,-0.0,-0.0,-0.5253992,0.95560294,0.9031163,0.304225,0.85839087,0.93699914,-0.2718975,-0.053162705,-0.01810335,-0.44946617,0.29301354,-0.9835434,-0.49920973,-0.24232708,-1.8636035,-0.50852764,-0.1706968,-2.1047645,0.2718975,0.053162705,0.01810335,0.2411378,-0.71906966,-0.5526528,0.58823586,-1.764331,-0.9078366,0.6634719,-1.7260327,-1.1136276
80,-0.0,-0.0,-0.0,-0.5221477,0.89345455,0.9321663,0.30811736,0.8402986,0.9682647,-0.269351,-0.056459963,-0.018001638,-0.44073287,0.32880533,-0.94486326,-0.4030321,-0.2783444,-1.7321994,-0.4887609,-0.26293936,-1.9720508,0.269351,0.056459963,0.018001638,0.28498107,-0.65475434,-0.5691263,0.7403199,-1.7021457,-0.726801,0.8352497,-1.7251736,-0.86011076
81,-0.0,-0.0,-0.0,-0.51990145,0.774324,0.9687762,0.3320648,0.7382059,1.0177099,-0.2665175,-0.057729002,-0.017051153,-0.4264955,0.6319081,-0.9033984,-0.28173223,-0.06496901,-1.630133,-0.35015884,-0.1313085,-1.8769583,0.2665175,0.057729002,0.017051153,0.27472848,-0.17744473,-0.6865415,0.7342261,-1.3782396,-0.7256668,0.8236631,-1.5448714,-0.8378852
82,-0.0,-0.0,-0.0,-0.50690615,0.77281976,0.97671187,0.3357427,0.7510657,1.0360917,-0.26469022,-0.07929956,-0.016075633,-0.27568352,-0.020121418,-0.91070503,-0.19634005,-0.89796776,-1.6225997,-0.24969952,-1.0681646,-1.8235263,0.26469022,0.07929956,0.016075633,0.2654401,-0.092612304,-0.718094,0.67181903,-1.3384768,-0.74224555,0.74175423,-1.5437951,-0.843769
83,-0.0,-0.0,-0.0,-0.5004691,0.7038216,1.0256172,0.33657852,0.6874482,1.0796914,-0.263222,-0.09636142,-0.015422541,-0.20310907,-0.17556913,-0.90598375,-0.11419073,-1.0508614,-1.5691655,-0.1581543,-1.1991452,-1.8077635,0.263222,0.09636142,0.015422543,0.21078008,-0.041554417,-0.7338177,0.6169467,-1.2648662,-0.8236973,0.6726538,-1.4504824,-0.95999914
84,-0.0,-0.0,-0.0,-0.5015445,0.7256192,1.0212471,0.33684868,0.7177011,1.0824138,-0.2629584,-0.10384761,-0.012615915,-0.17112009,-0.64498085,-0.8838624,-0.08538041,-1.6040643,-1.4734011,-0.14482118,-1.6909853,-1.7284728,0.2629584,0.10384761,0.012615915,0.12509882,-0.3773428,-0.69993687,0.33871257,-1.431196,-1.1567056,0.3618746,-1.4484084,-1.3447583
85,-0.0,-0.0,-0.0,-0.5087667,0.7375251,1.0196017,0.33703592,0.7438605,1.0933433,-0.26295015,-0.107867226,-0.0075434707,-0.1587338,-0.7952129,-0.8459867,-0.038538165,-1.7359622,-1.3933452,-0.06709613,-1.8229755,-1.6478294,0.26295015,0.107867226,0.0075434707,0.057688005,-0.44828683,-0.702019,0.17070417,-1.4257338,-1.3205241,0.19528338,-1.3340577,-1.5300599
86,-0.0,-0.0,-0.0,-0.50831914,0.792211,1.0169454,0.27554077,0.80416673,1.0386299,-0.25600874,-0.116972044,0.0020148235,-0.083126254,-0.8747258,-0.77948487,0.03205315,-1.816384,-1.2912029,0.060684696,-1.9422787,-1.5686431,0.25600874,0.116972044,-0.0020148228,0.0020568403,-0.43598488,-0.7255312,0.102168545,-1.389518,-1.4696251,0.06809237,-1.3105977,-1.7685268
87,-0.0,-0.0,-0.0,-0.51143056,0.8457414,0.99161124,0.22441804,0.832992,0.9898658,-0.2473103,-0.13358289,0.018279744,0.011955071,-1.0838795,-0.59200776,0.1554679,-2.0340383,-1.067711,0.18283367,-2.2004266,-1.3128806,0.2473103,0.13358289,-0.018279744,-0.05227343,-0.32248712,-0.7585855,-0.012799866,-1.0674602,-1.5385854,-0.07428846,-0.97666967,-1.8064896
88,-0.0,-0.0,-0.0,-0.5573227,0.9206787,0.95801693,0.1962267,0.8636664,0.9429776,-0.24133715,-0.14793904,0.03837491,0.024370125,-1.0515511,-0.49227506,0.22957961,-2.0048535,-0.9098578,0.2659023,-2.1837375,-1.0982738,0.24133715,0.14793904,-0.03837491,-0.12824972,-0.14864765,-0.76779497,-0.18306121,-0.70521593,-1.6347195,-0.259566,-0.5815094,-1.8367003
89,-0.0,-0.0,-0.0,-0.6067904,0.923345,0.8933787,0.17720997,0.8726614,0.89874685,-0.24007508,-0.16387765,0.04563366,0.0074025034,-1.1051897,-0.45386195,0.25301337,-2.0674093,-0.8712076,0.2665577,-2.2152069,-1.0514349,0.24007508,0.16387765,-0.04563366,-0.2106512,-0.043057058,-0.76546043,-0.30343303,-0.477046,-1.6579659,-0.40906316,-0.29233995,-1.8184875
90,-0.0,-0.0,-0.0,-0.6485727,0.9313775,0.84637666,0.11959355,0.8649148,0.8646131,-0.24178742,-0.17181326,0.044509634,-0.02546005,-0.9302606,-0.51387715,0.30295968,-1.8534946,-0.83448714,0.41046336,-2.0139844,-1.0881408,0.24178742,0.17181326,-0.044509634,-0.29460907,0.37284863,-0.7277318,-0.3232772,0.002995174,-1.6196021,-0.40547517,0.17042346,-1.8540996
91,-0.0,-0.0,-0.0,-0.64415634,0.93012065,0.85381275,0.1392721,0.8616924,0.8588284,-0.24174806,-0.17412004,0.047697537,-0.009637725,-0.8945016,-0.4401461,0.32712516,-1.83595,-0.7370287,0.4258455,-2.0287833,-0.96583474,0.24174806,0.17412004,-0.047697537,-0.31683606,0.31987485,-0.7291522,-0.3116687,-0.16812785,-1.6495705,-0.376193,-0.048752192,-1.898574
92,-0.0,-0.0,-0.0,-0.6335063,0.93869025,0.8409801,0.15050228,0.86530435,0.8329717,-0.24154511,-0.17724405,0.047555245,0.015647134,-0.8755788,-0.47481176,0.34756836,-1.8024544,-0.5691767,0.5147947,-1.9900022,-0.7285301,0.24154511,0.17724405,-0.047555245,-0.30881238,0.22469388,-0.7316268,-0.2564738,-0.2904039,-1.6873769,-0.34226334,-0.16701624,-1.9649981
93,-0.0,-0.0,-0.0,-0.6283018,0.9550273,0.8246456,0.15549669,0.8786536,0.82295567,-0.24280976,-0.17964113,0.04483153,-0.042442564,-0.7662713,-0.6013328,0.29454193,-1.758953,-0.5683782,0.49415398,-1.9308071,-0.7449126,0.24280976,0.17964113,-0.04483153,-0.26434612,0.25485578,-0.68108284,-0.20892447,-0.21644412,-1.6378019,-0.2975422,-0.07466077,-1.9554267
94,-0.0,-0.0,-0.0,-0.5909319,0.9494468,0.8353182,0.16168672,0.87598073,0.8400726,-0.24230601,-0.17874822,0.049028553,-0.23470521,-0.7655922,-0.42511392,-0.067812525,-1.8465629,-0.49107808,0.07414735,-2.0830858,-0.6272263,0.24230601,0.17874822,-0.049028553,-0.19891647,-0.15192375,-0.7693545,-0.16966268,-0.8162858,-1.6569684,-0.24969563,-0.7032208,-1.9360685
95,-0.0,-0.0,-0.0,-0.56395656,0.95968103,0.8421606,0.17195155,0.87604946,0.8366242,-0.24361089,-0.1764342,0.048723705,-0.2702981,-0.73446083,-0.5322683,-0.11531448,-1.8658692,-0.5812183,-0.005005265,-2.1329265,-0.69424254,0.24361089,0.1764342,-0.048723705,-0.1060426,-0.29271594,-0.781796,-0.045630906,-1.096498,-1.6301503,-0.18424219,-1.0380701,-1.8983785
96,-0.0,-0.0,-0.0,-0.54329556,0.9190817,0.90183395,0.21042725,0.9118141,0.9085333,-0.24367633,-0.17244586,0.042195924,-0.2920167,-0.7604648,-0.70579386,-0.059159473,-1.8588473,-0.8126699,0.003453968,-2.081402,-0.94979966,0.24367633,0.17244586,-0.042195924,-0.014257733,-0.4063034,-0.69964767,0.078367375,-1.3717548,-1.2869265,-0.017124763,-1.2976712,-1.5003583
97,-0.0,-0.0,-0.0,-0.5414438,0.9168262,0.91511977,0.22341572,0.9072414,0.91358596,-0.2463505,-0.16191246,0.037193753,-0.32067823,-0.71552545,-0.8074134,-0.20759979,-1.7586288,-1.1482856,-0.22105423,-1.8830963,-1.3571097,0.2463505,0.16191246,-0.037193753,0.05639875,-0.44422752,-0.6796503,0.1706828,-1.4344033,-1.2797052,0.06675838,-1.34312,-1.5144998
98,-0.0,-0.0,-0.0,-0.5246577,0.8823916,0.954341,0.2714228,0.84041953,0.95141035,-0.25372365,-0.15496695,0.031813353,-0.34826902,-0.40365338,-0.80501306,-0.28829205,-1.3716146,-1.2487819,-0.34527764,-1.4778935,-1.4992927,0.25372365,0.15496695,-0.031813353,0.18155536,-0.36419374,-0.680967,0.25718713,-1.3995063,-1.2117056,0.16941828,-1.363998,-1.4491237
99,-0.0,-0.0,-0.0,-0.52433693,0.899354,0.95209116,0.26607317,0.8658692,0.93468636,-0.25372514,-0.14671864,0.027361147,-0.37743068,-0.49229887,-0.8999898,-0.40839982,-1.3580971,-1.5093325,-0.49093622,-1.3900138,-1.7382009,0.25372514,0.14671864,-0.027361147,0.19747959,-0.48523855,-0.65657806,0.39716536,-1.5270146,-1.1919733,0.34847575,-1.4637222,-1.4101065
100,-0.0,-0.0,-0.0,-0.5165693,0.9340579,0.90046155,0.26329565,0.8882121,0.86809325,-0.25365013,-0.122087136,0.021974856,-0.44496986,-0.20336595,-0.88776267,-0.5866524,-0.7604292,-1.6648154,-0.67910004,-0.6554085,-1.8319627,0.25365013,0.122087136,-0.021974856,0.2262938,-0.67087543,-0.6452599,0.4965686,-1.7530919,-1.1355801,0.47735175,-1.6835128,-1.3530738
